h,e,a,d,i,n,g,_,r,o,w
"['EUW1_6952176043', 5, 30, 14, 1, 0, 1, 0, 11, 0, 357, 116, 29797, 33457, 39822, 4, 28, 10, 1, 0, 1, 0, 6, 378, 83, 27644, 30887, 31608, 1]"
"['EUW1_6952153304', 3, 27, 11, 1, 0, 0, 0, 14, 1, 368, 77, 27670, 29171, 36113, 7, 29, 14, 0, 0, 2, 0, 4, 379, 75, 29476, 30782, 29892, 0]"
"['EUW1_6951819208', 3, 152, 11, 0, 0, 2, 0, 11, 1, 384, 88, 30197, 31338, 27991, 1, 43, 11, 2, 0, 0, 0, 4, 340, 115, 27043, 31186, 28206, 0]"
"['EUW1_6951770284', 3, 57, 14, 0, 0, 0, 0, 8, 0, 373, 64, 27729, 29821, 33628, 3, 40, 14, 1, 0, 1, 0, 0, 337, 74, 28460, 29269, 38271, 0]"
"['EUW1_6951112809', 5, 27, 15, 2, 0, 0, 0, 6, 1, 355, 90, 28746, 30530, 32573, 6, 30, 13, 0, 0, 0, 0, 5, 377, 96, 27875, 32084, 30314, 1]"
"['EUW1_6951105674', 2, 21, 4, 1, 0, 0, 0, 10, 1, 386, 107, 24508, 30472, 25259, 4, 26, 10, 0, 1, 1, 0, 3, 377, 72, 25984, 32227, 28038, 0]"
"['EUW1_6951097551', 3, 26, 9, 1, 0, 0, 0, 10, 1, 379, 94, 26509, 29831, 27837, 3, 26, 18, 1, 0, 1, 0, 1, 369, 76, 30480, 30563, 36297, 0]"
"['EUW1_6951086122', 2, 27, 12, 0, 0, 0, 0, 15, 0, 300, 55, 24603, 26287, 33526, 4, 32, 24, 1, 1, 3, 0, 1, 378, 109, 37215, 33190, 46155, 0]"
"['EUW1_6951081967', 3, 25, 17, 1, 0, 1, 0, 3, 1, 389, 106, 31589, 33097, 39701, 6, 23, 13, 1, 0, 0, 0, 9, 344, 56, 26314, 29693, 29899, 1]"
"['EUW1_6951068375', 1, 29, 14, 0, 0, 1, 0, 7, 0, 369, 73, 27849, 29425, 34929, 9, 32, 16, 1, 1, 1, 0, 2, 317, 88, 29521, 30699, 32173, 1]"
"['EUW1_6951078465', 5, 26, 11, 1, 0, 0, 0, 15, 0, 340, 106, 26577, 29258, 33382, 4, 41, 20, 0, 0, 3, 0, 3, 385, 82, 31787, 33807, 37333, 0]"
"['EUW1_6951067600', 3, 27, 17, 2, 1, 2, 0, 5, 1, 395, 93, 30104, 33228, 44084, 3, 29, 11, 0, 0, 0, 0, 9, 315, 68, 24890, 26600, 30720, 1]"
"['EUW1_6951056820', 2, 29, 17, 0, 0, 1, 0, 5, 1, 356, 80, 28467, 31444, 38849, 2, 23, 8, 2, 0, 0, 0, 3, 325, 123, 26207, 29934, 33385, 1]"
"['EUW1_6951038676', 5, 28, 19, 1, 0, 3, 0, 10, 1, 417, 98, 33619, 34020, 38306, 0, 19, 8, 0, 0, 1, 0, 5, 327, 76, 23242, 28676, 26534, 1]"
"['EUW1_6951013179', 10, 31, 8, 0, 0, 0, 0, 6, 1, 368, 71, 25376, 28429, 28952, 5, 62, 13, 1, 0, 1, 0, 3, 384, 81, 27061, 29743, 31525, 0]"
"['EUW1_6950988472', 6, 94, 10, 1, 0, 0, 0, 6, 1, 386, 104, 27183, 31425, 26521, 3, 27, 6, 1, 0, 0, 0, 3, 343, 100, 24756, 30358, 29951, 0]"
"['EUW1_6950933025', 2, 25, 12, 0, 1, 3, 0, 7, 1, 388, 103, 31350, 31500, 32153, 3, 27, 15, 2, 0, 1, 0, 11, 296, 84, 27169, 30374, 31279, 1]"
"['EUW1_6950876239', 1, 24, 20, 0, 0, 1, 0, 5, 1, 366, 96, 32734, 33098, 42058, 4, 28, 9, 1, 0, 0, 0, 5, 326, 80, 25984, 29151, 34059, 1]"
"['EUW1_6950817769', 4, 32, 12, 0, 0, 1, 0, 11, 1, 370, 88, 27647, 31828, 37020, 3, 22, 9, 1, 0, 1, 0, 2, 375, 91, 27547, 28863, 28175, 0]"
"['EUW1_6950752668', 1, 32, 7, 0, 1, 1, 0, 8, 1, 405, 100, 26253, 30355, 24354, 3, 23, 9, 2, 0, 1, 0, 2, 382, 88, 26290, 29863, 29891, 0]"
"['EUW1_6950681402', 2, 23, 20, 0, 0, 1, 0, 8, 0, 384, 86, 31445, 30227, 38818, 2, 27, 17, 1, 0, 0, 0, 2, 348, 90, 29903, 28433, 37278, 0]"
"['EUW1_6950620471', 4, 41, 13, 1, 0, 1, 0, 7, 0, 385, 81, 28737, 32083, 36397, 1, 21, 10, 0, 0, 0, 0, 6, 353, 94, 25801, 30530, 35651, 1]"
"['EUW1_6950495168', 1, 25, 6, 0, 0, 0, 0, 16, 0, 370, 84, 25048, 28824, 31078, 8, 32, 16, 1, 0, 4, 0, 4, 352, 96, 30949, 30473, 27314, 1]"
